,Player,Game,Games Started,Minutes Played,Field Goals,Field Goals Attempted,Three Point Field Goals,Three Pointers Attempted,Two Point Field Goals,Two Pointers Attempted,Free Throws Made,Free Throws Attempted,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
507,Feron Hunt,2,0,8,0,2,0,0,0,2,0,0,1,0,1,1,1,0,1,1,0
508,Festus Ezeli,170,61,2394,275,536,0,0,275,536,162,291,292,433,725,63,48,166,133,328,712
509,Francisco Elson,91,1,758,65,146,0,0,65,146,30,41,47,97,144,38,24,15,35,98,160
510,Francisco García,317,85,6100,746,1837,355,1010,391,827,151,188,86,533,619,351,225,219,192,564,1998
511,Frank Jackson,214,31,3873,656,1557,247,743,409,814,257,327,82,310,392,222,84,16,169,311,1816
512,Frank Kaminsky,449,49,8395,1337,3097,441,1259,896,1838,604,807,307,1324,1631,683,180,150,323,631,3719
513,Frank Mason III,103,3,1616,247,624,53,176,194,448,148,196,44,160,204,272,55,15,117,124,695
514,Frank Ntilikina,316,65,5411,574,1549,205,635,369,914,177,233,97,460,557,689,210,66,329,598,1530
515,Franz Wagner,159,159,5038,998,2093,226,631,772,1462,460,541,154,531,685,514,145,51,286,347,2682
516,Fred VanVleet,417,268,12398,2053,5108,1000,2684,1053,2424,984,1132,174,1211,1385,2199,562,169,697,882,6090
517,Freddie Gillespie,29,4,511,53,106,0,1,53,105,26,40,55,78,133,14,16,29,17,61,132
518,Furkan Aldemir,41,9,540,40,78,0,5,40,73,13,27,78,98,176,28,17,16,17,96,93
519,Furkan Korkmaz,293,49,5147,748,1841,391,1098,357,743,269,352,81,535,616,366,164,40,204,312,2156
520,Gabe Vincent,195,68,4086,538,1350,288,849,250,501,132,155,59,273,332,450,150,19,225,397,1496
521,Gabe York,5,0,77,10,28,7,24,3,4,5,7,0,8,8,9,4,1,1,9,32
522,Gabriel Deck,17,0,268,40,81,4,19,36,62,18,22,17,29,46,29,9,0,8,11,102
523,Gabriel Lundberg,4,0,44,5,19,3,8,2,11,0,0,2,5,7,11,3,0,3,7,13
524,Gal Mekel,35,1,335,33,106,5,23,28,83,8,12,5,23,28,76,6,1,33,32,79
525,Gani Lawal,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526,Garret Siler,21,0,101,17,31,0,0,17,31,11,22,16,12,28,3,1,4,10,20,45
527,Garrett Temple,842,347,17549,1860,4614,815,2375,1045,2239,685,935,326,1581,1907,1360,681,278,764,1583,5220
528,Garrison Mathews,255,57,4349,451,1156,360,990,91,166,354,415,76,371,447,152,142,42,97,430,1616
529,Gary Clark,251,35,3461,271,769,209,646,62,123,48,57,187,469,656,132,71,91,71,229,799
530,Gary Forbes,111,13,1504,236,544,48,141,188,403,125,178,55,163,218,103,47,10,100,133,645
531,Gary Harris,555,454,15737,2327,5233,847,2303,1480,2930,810,993,326,1013,1339,1102,620,124,622,1001,6311
532,Gary Neal,458,35,9814,1656,3995,578,1547,1078,2448,671,781,105,874,979,756,186,11,494,678,4561
533,Gary Payton II,209,47,3011,425,789,98,283,327,506,63,107,175,403,578,232,199,51,118,350,1011
534,Gary Trent Jr.,328,198,9613,1707,4082,822,2142,885,1940,552,673,136,643,779,473,387,71,239,524,4788
535,George Hill,1041,568,27851,3806,8273,1240,3268,2566,5005,1873,2325,615,2433,3048,3175,923,258,1221,1925,10725
536,George King,5,0,25,0,5,0,4,0,1,1,2,0,6,6,0,0,0,1,4,1
537,Georges Niang,383,19,5966,885,2020,568,1409,317,611,156,179,103,701,804,325,118,46,225,590,2494
538,Georgios Kalaitzakis,26,8,427,62,134,20,52,42,82,28,60,12,30,42,24,22,4,40,38,172
539,Georgios Papagiannis,56,0,599,92,186,0,2,92,184,12,14,50,110,160,38,11,29,40,68,196
540,Gerald Green,477,77,10134,1805,4338,832,2305,973,2033,608,741,213,1059,1272,451,263,162,514,893,5050
541,Gerald Henderson,535,333,13854,2249,5111,249,762,2000,4349,1240,1564,314,1402,1716,1009,358,183,639,930,5987
542,Gerald Wallace,493,402,16435,2114,4631,334,1042,1780,3589,1514,2048,668,2592,3260,1170,682,345,929,1066,6076
543,Gian Clavell,7,0,64,6,18,6,15,0,3,2,2,1,6,7,3,2,0,2,8,20
544,Giannis Antetokounmpo,719,654,23378,5895,10980,494,1721,5401,9259,3996,5645,1256,5635,6891,3379,816,907,2130,2166,16280
545,Gigi Datome,76,2,656,120,275,43,119,77,156,10,12,20,84,104,29,10,15,29,50,293
546,Gilbert Arenas,189,64,4972,817,2148,270,874,547,1274,400,523,63,466,529,796,200,52,483,506,2304
547,Glen Davis,437,148,9950,1579,3533,12,61,1567,3472,739,1056,623,1455,2078,437,331,163,468,1007,3909
548,Glen Rice Jr.,16,1,152,14,52,6,24,8,28,9,13,6,18,24,9,6,1,11,18,43
549,Glenn Robinson III,401,158,7346,1003,2167,275,734,728,1433,323,409,300,785,1085,345,209,75,221,396,2604
550,Goga Bitadze,225,23,2675,422,846,63,253,359,593,179,272,286,421,707,193,72,191,135,394,1086
551,Goran Dragić,1118,620,30117,5409,11734,1344,3749,4065,7985,2480,3263,756,2519,3275,5085,1007,197,2378,2462,14642
552,Gordon Hayward,784,621,24409,4238,9322,1074,2912,3164,6410,2637,3197,591,2926,3517,2782,768,308,1531,1353,12187
553,Gorgui Dieng,729,227,14273,1987,4027,280,774,1707,3253,1059,1335,1179,2849,4028,958,545,624,779,1519,5313
554,Grant Hill*,239,207,6654,974,2077,97,258,877,1819,515,641,186,817,1003,526,176,107,332,476,2560
555,Grant Jerrett,16,0,102,14,52,2,30,12,22,2,2,4,14,18,6,4,4,6,22,32
556,Grant Riller,7,0,27,8,12,2,4,6,8,0,0,0,1,1,3,1,0,1,0,18
557,Grant Williams,288,58,6101,616,1366,293,774,323,592,249,322,258,735,993,341,141,148,250,702,1774
558,Grayson Allen,264,171,6170,857,1969,501,1269,356,700,341,396,123,604,727,448,170,48,229,384,2556
559,Greg Brown III,64,6,733,92,218,20,68,72,150,49,77,40,114,154,38,30,29,42,103,253
560,Greg Monroe,754,433,19385,3713,7188,2,22,3711,7166,1804,2575,2005,3874,5879,1536,746,414,1336,1620,9232
561,Greg Oden,44,27,714,119,201,0,0,119,201,62,87,87,145,232,20,15,61,51,136,300
562,Greg Smith,149,12,1834,243,394,0,1,243,393,110,191,165,324,489,41,32,59,65,290,596
563,Greg Stiemsma,203,42,3048,269,529,0,1,269,528,103,146,190,489,679,97,118,232,143,512,641
564,Greg Whittington,4,0,12,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
565,Greivis Vásquez,480,180,11299,1655,3955,521,1469,1134,2486,518,626,145,1049,1194,2258,267,39,881,910,4349
566,Guerschon Yabusele,74,5,486,61,138,21,65,40,73,30,44,40,65,105,31,12,12,27,55,173
567,Gustavo Ayón,190,44,2985,376,697,0,1,376,696,87,183,248,540,788,244,122,90,169,379,839
568,Hakim Warrick,323,46,6011,966,2056,4,41,962,2015,812,1117,415,779,1194,253,114,60,333,461,2748
569,Hamady N'Diaye,33,0,157,7,15,0,0,7,15,6,13,7,18,25,3,2,9,6,33,20
570,Hamed Haddadi,162,0,1258,150,332,0,5,150,327,75,122,164,272,436,47,16,107,114,249,375
571,Hamidou Diallo,315,53,6139,1131,2302,104,359,1027,1943,508,810,326,953,1279,383,264,100,355,713,2874
572,Harrison Barnes,906,845,28951,4605,10198,1308,3438,3297,6760,2543,3133,907,3637,4544,1619,629,165,1114,1411,13061
573,Harry Giles,142,17,1835,356,696,8,31,348,665,112,167,140,403,543,174,61,53,137,323,832
574,Hasheem Thabeet,291,23,2869,210,382,0,0,210,382,151,261,243,469,712,31,69,210,148,549,571
575,Hassan Whiteside,511,332,12645,2687,4583,8,26,2679,4557,1068,1765,1608,3915,5523,327,271,1143,756,1341,6450
576,Hassani Gravett,8,3,171,18,38,11,26,7,12,3,4,1,20,21,20,5,1,9,13,50
577,Haywood Highsmith,78,12,1172,113,272,47,142,66,130,15,35,67,152,219,51,39,20,49,96,288
578,Hedo Türkoğlu,400,269,10291,1268,2972,536,1380,732,1592,472,668,176,1292,1468,1316,289,135,588,980,3544
579,Henry Ellenson,102,2,1046,160,421,66,184,94,237,70,91,33,239,272,65,20,5,50,90,456
580,Henry Sims,181,86,3417,533,1130,4,24,529,1106,311,409,352,555,907,192,104,84,194,405,1381
581,Henry Walker,187,48,3568,470,1039,240,630,230,409,140,180,62,398,460,180,110,28,152,407,1320
582,Herbert Jones,144,135,4286,509,1077,113,336,396,741,260,324,195,370,565,329,233,102,188,446,1391
583,Hilton Armstrong,187,5,1743,139,329,4,10,135,319,69,146,157,314,471,75,70,70,106,297,351
584,Hollis Thompson,305,99,7176,819,1995,395,1036,424,959,222,316,218,723,941,327,186,74,224,610,2255
585,Ian Clark,360,9,4699,737,1690,250,735,487,955,173,213,69,387,456,397,137,47,245,414,1897
586,Ian Mahinmi,612,133,10330,1195,2242,8,50,1187,2192,790,1296,937,1763,2700,356,357,439,599,1631,3188
587,Ignas Brazdeikis,77,1,1087,157,376,50,152,107,224,45,65,47,120,167,75,18,10,43,95,409
588,Ike Anigbogu,14,0,36,4,12,0,0,4,12,5,6,6,6,12,1,1,4,3,1,13
589,Ike Diogu,38,0,484,83,150,0,0,83,150,43,64,41,75,116,2,3,3,23,73,209
590,Iman Shumpert,585,312,14496,1585,4047,651,1919,934,2128,460,608,406,1535,1941,1092,654,160,671,1323,4281
591,Ime Udoka,89,2,1074,96,262,26,99,70,163,46,65,56,154,210,71,42,7,47,97,264
592,Immanuel Quickley,223,27,5389,932,2240,423,1153,509,1087,535,623,114,607,721,681,164,29,257,447,2822
593,Isaac Bonga,143,57,1871,156,361,39,130,117,231,88,116,102,218,320,118,73,37,88,238,439
594,Isaac Humphries,5,1,56,6,21,3,11,3,10,0,0,4,7,11,0,1,0,0,7,15
595,Isaac Okoro,210,174,5806,617,1344,179,542,438,802,311,415,192,402,594,336,174,76,186,507,1724
596,Isaiah Briscoe,39,0,559,55,138,11,34,44,104,15,26,5,69,74,87,11,2,31,66,136
597,Isaiah Canaan,332,115,6788,878,2340,513,1450,365,890,429,512,93,535,628,712,204,29,385,535,2698
598,Isaiah Hartenstein,293,14,4447,656,1143,28,90,628,1053,261,387,506,861,1367,405,157,243,267,685,1601
599,Isaiah Hicks,21,0,272,37,80,2,9,35,71,16,23,12,36,48,18,3,7,17,50,92
600,Isaiah Jackson,99,27,1583,295,524,7,30,288,494,155,234,173,258,431,61,56,145,91,246,752
601,Isaiah Joe,169,12,2387,334,818,245,635,89,183,129,155,39,228,267,143,74,15,69,186,1042
602,Isaiah Livers,71,27,1582,161,378,101,267,60,111,44,53,43,157,200,62,41,35,45,140,467
603,Isaiah Mobley,12,0,84,12,28,3,8,9,20,4,4,4,16,20,3,4,3,1,8,31
604,Isaiah Roby,151,64,2858,440,908,94,268,346,640,185,274,185,482,667,216,106,78,188,325,1159
605,Isaiah Stewart,189,132,4685,671,1340,103,314,568,1026,248,344,500,973,1473,211,81,198,220,528,1693
606,Isaiah Taylor,71,9,1219,164,397,20,82,144,315,100,143,23,74,97,209,35,11,84,122,448
607,Isaiah Thomas,671,379,18484,3726,8676,1254,3493,2472,5183,2780,3187,338,1232,1570,3109,551,74,1495,1388,11486
608,Isaiah Todd,18,1,135,10,45,5,26,5,19,4,8,5,19,24,8,5,2,6,8,29
609,Isaiah Whitehead,89,26,1823,244,594,51,167,193,427,104,132,36,174,210,212,50,38,166,198,643
610,Ish Smith,1080,242,20142,3241,7675,416,1280,2825,6395,691,1032,377,2155,2532,4032,751,259,1356,1321,7589
611,Ish Wainright,105,2,1274,125,331,76,232,49,99,33,43,72,121,193,68,58,28,35,166,359
612,Ivan Johnson,125,5,1969,326,631,3,19,323,612,153,231,141,351,492,78,99,32,140,247,808
613,Ivan Rabb,85,18,1237,202,364,3,15,199,349,78,105,123,241,364,86,29,27,70,145,485
614,Ivica Zubac,495,340,10056,1740,2906,1,12,1739,2894,863,1154,1155,2313,3468,550,155,453,569,1164,4344
615,J.J. Barea,675,82,14036,2487,5880,737,2101,1750,3779,818,1022,206,1293,1499,2919,279,17,1110,980,6529
616,J.J. Hickson,561,335,12900,2212,4409,0,24,2212,4385,1070,1763,1293,2648,3941,508,305,328,824,1084,5494
617,J.J. O'Brien,2,0,6,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
618,J.J. Redick,922,496,25057,4252,9521,2059,5013,2193,4508,2118,2365,174,1780,1954,2084,432,99,1124,1431,12681
619,J.P. Macura,3,0,18,3,9,0,4,3,5,0,0,0,3,3,2,0,0,0,0,6
620,J.R. Giddens,64,2,478,56,120,0,20,56,100,26,46,32,70,102,26,18,4,34,58,138
621,J.R. Smith,698,323,20370,3237,7838,1474,3958,1763,3880,883,1224,350,2087,2437,1626,775,176,902,1648,8831
622,JD Davison,12,0,66,8,19,2,7,6,12,1,2,2,7,9,11,2,2,4,5,19
623,JT Thor,102,8,1231,119,293,46,150,73,143,45,67,47,148,195,55,30,34,54,92,329
624,Ja Morant,248,246,7964,2023,4285,313,976,1710,3309,1198,1592,248,945,1193,1830,247,69,825,383,5557
625,JaJuan Johnson,36,0,298,54,121,0,0,54,121,6,9,20,38,58,6,5,14,14,25,114
626,JaKarr Sampson,309,134,4709,623,1343,74,305,549,1038,287,431,200,618,818,207,114,143,258,591,1607
627,JaMychal Green,633,173,12468,1836,3834,501,1352,1335,2482,708,902,1014,2426,3440,550,348,265,671,1607,4881
628,JaQuori McLaughlin,4,0,11,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0
629,JaVale McGee,918,376,15663,3178,5504,19,95,3159,5409,992,1687,1720,3214,4934,419,354,1369,966,2039,7367
630,Jabari Bird,13,1,115,15,26,3,7,12,19,6,13,6,13,19,8,3,1,8,7,39
631,Jabari Brown,19,5,568,70,170,23,62,47,108,64,85,3,33,36,40,12,2,32,33,227
632,Jabari Parker,425,230,11341,2385,4812,307,976,2078,3836,836,1131,599,1781,2380,841,363,169,759,884,5913
633,Jabari Smith Jr.,79,79,2451,364,892,120,391,244,501,162,206,122,447,569,101,43,74,104,227,1010
634,Jabari Walker,56,0,619,83,198,16,56,67,142,34,45,48,83,131,34,10,13,29,69,216
635,Jack Cooley,23,0,174,22,49,0,0,22,49,23,40,24,31,55,7,7,3,6,36,67
636,Jack White,17,0,66,8,19,3,9,5,10,2,3,6,11,17,4,3,2,2,9,21
637,Jacob Evans,88,3,1040,108,321,30,93,78,228,50,59,24,83,107,85,27,27,61,110,296
638,Jacob Gilyard,1,0,41,1,3,1,3,0,0,0,0,0,4,4,7,3,0,2,3,3
639,Jacob Pullen,3,0,6,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2
640,Jacob Wiley,5,0,33,1,4,1,2,0,2,1,2,2,9,11,2,1,0,0,4,4
641,Jaden Hardy,48,5,708,146,333,63,156,83,177,65,79,11,78,89,65,17,7,46,64,420
642,Jaden Ivey,74,73,2304,409,983,120,350,289,633,266,356,73,215,288,387,61,17,237,242,1204
643,Jaden McDaniels,212,137,5730,789,1637,259,719,530,918,190,260,220,612,832,298,161,190,234,668,2027
644,Jaden Springer,18,2,95,18,36,2,5,16,31,6,8,7,9,16,8,7,5,4,15,44
645,Jae Crowder,980,526,24514,3195,7681,1476,4308,1719,3373,1399,1792,704,3458,4162,1563,956,330,839,2016,9265
646,Jae'Sean Tate,179,142,4776,789,1583,136,443,653,1140,282,400,308,604,912,484,178,84,284,614,1996
647,Jahlil Okafor,275,116,5180,1169,2154,7,31,1162,2123,397,585,398,856,1254,237,76,213,368,566,2742
648,Jahmi'us Ramsey,32,0,228,39,96,10,37,29,59,12,19,6,17,23,13,5,2,8,18,100
649,Jaime Echenique,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Jake LaRavia,35,0,414,37,95,24,71,13,24,7,9,19,44,63,21,12,4,18,49,105
651,Jake Layman,243,49,3099,458,996,131,437,327,559,128,178,102,315,417,127,99,71,122,254,1175
652,Jakob Poeltl,560,306,12221,2126,3384,2,5,2124,3379,575,1052,1505,2325,3830,995,346,696,658,1349,4829
653,Jalen Brunson,345,195,9213,1866,3783,415,1075,1451,2708,772,951,157,927,1084,1455,221,27,500,613,4919
654,Jalen Duren,67,31,1670,258,398,0,2,258,396,96,157,229,366,595,75,44,59,92,182,612
655,Jalen Green,143,143,4740,972,2313,344,1012,628,1301,552,699,76,434,510,457,103,36,335,234,2840
656,Jalen Harris,13,2,172,36,72,17,36,19,36,7,9,3,15,18,17,8,0,14,15,96
657,Jalen Johnson,92,6,1162,180,363,33,117,147,246,54,85,53,255,308,86,41,36,50,122,447
658,Jalen Jones,48,0,576,78,198,30,80,48,118,43,65,37,73,110,15,19,4,22,71,229
659,Jalen Lecque,9,0,44,5,19,0,5,5,14,5,5,2,5,7,4,0,0,2,3,15
660,Jalen McDaniels,278,68,5918,851,1842,239,701,612,1141,344,429,223,873,1096,384,228,112,278,642,2285
661,Jalen Smith,197,48,3284,616,1258,138,452,478,806,265,348,338,707,1045,118,52,147,163,361,1635
662,Jalen Suggs,101,64,2553,384,992,108,398,276,594,212,282,81,251,332,364,126,46,237,262,1088
663,Jalen Williams,75,62,2276,414,794,73,205,341,589,155,191,84,253,337,248,103,35,123,191,1056
664,Jamaal Franklin,24,0,174,17,41,6,13,11,28,2,2,5,20,25,9,4,3,14,27,42
665,Jamaal Magloire,88,1,891,58,123,0,0,58,123,37,104,83,212,295,10,17,23,44,151,153
666,Jamaal Tinsley,149,39,2427,199,535,57,218,142,317,53,70,36,201,237,544,116,27,230,230,508
667,Jamal Cain,18,0,240,37,66,7,20,30,46,17,22,15,37,52,12,11,1,6,21,98
668,Jamal Crawford,730,40,19550,3567,8575,1196,3426,2371,5149,2019,2300,212,1105,1317,2058,556,126,1207,1000,10349
669,Jamal Murray,410,336,12517,2546,5692,845,2266,1701,3426,1000,1150,318,1197,1515,1722,394,125,823,750,6937
670,Jamaree Bouyea,10,0,142,12,28,4,12,8,16,2,4,2,10,12,8,8,4,8,12,30
671,Jamario Moon,187,42,3259,323,767,110,356,213,411,68,81,74,469,543,158,91,101,75,204,824
672,Jameel Warney,3,0,27,7,12,0,0,7,12,3,5,4,5,9,0,0,0,1,2,17
673,Jameer Nelson,662,433,17962,2531,6084,958,2681,1573,3403,639,790,283,1565,1848,3462,511,54,1334,1524,6659
674,Jamel Artis,15,1,279,31,79,8,29,23,50,7,12,4,34,38,18,2,3,8,11,77
675,James Anderson,286,85,4721,577,1402,217,671,360,731,200,261,126,506,632,333,136,60,241,317,1571
676,James Bouknight,65,0,819,118,334,50,158,68,176,47,61,30,94,124,67,21,6,47,78,333
677,James Ennis III,623,212,12506,1452,3159,507,1424,945,1735,761,959,623,1388,2011,572,385,183,472,1246,4172
678,James Harden,1109,894,38781,8040,18219,3023,8376,5017,9843,8105,9415,872,5624,6496,8157,1655,612,4195,2820,27208
679,James Johnson,886,281,17961,2661,5639,453,1511,2208,4128,948,1412,698,2445,3143,1859,676,763,1206,2030,6723
680,James Jones,379,34,4688,474,1179,385,943,89,236,190,237,55,393,448,153,92,70,85,395,1523
681,James Michael McAdoo,111,3,874,133,252,5,17,128,235,63,118,79,109,188,37,33,47,42,108,334
682,James Nunnally,65,0,582,59,173,36,112,23,61,21,28,4,53,57,33,14,4,18,43,175
683,James Posey,126,2,2570,207,586,148,454,59,132,77,95,42,434,476,151,66,25,75,307,639
684,James Singleton,126,6,2216,235,583,16,83,219,500,120,139,241,392,633,77,65,94,108,253,606
685,James Southerland,8,0,60,10,30,6,12,4,18,2,4,0,16,16,0,2,4,2,6,28
686,James Webb III,10,0,120,6,24,4,19,2,5,0,0,8,16,24,4,1,0,4,10,16
687,James White,57,16,435,50,116,14,41,36,75,11,19,5,43,48,29,13,4,17,44,125
688,James Wiseman,129,71,2570,569,1046,20,78,549,968,190,280,201,559,760,86,25,90,162,337,1348
689,James Young,95,0,812,77,210,38,137,39,73,27,48,19,77,96,28,24,5,15,58,219
690,JamesOn Curry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Jamil Wilson,15,10,274,38,81,27,63,11,18,2,4,3,29,32,10,5,8,8,34,105
692,Jamorko Pickett,13,0,176,18,50,13,39,5,11,1,2,6,26,32,7,0,7,5,12,50
693,Jan Veselý,216,26,3231,352,678,0,2,352,676,83,213,306,447,753,117,160,119,159,505,787
694,Jannero Pargo,215,5,2829,460,1211,202,590,258,621,95,104,39,205,244,379,99,11,210,241,1217
695,Jared Butler,48,2,437,76,183,35,102,41,81,11,16,6,43,49,71,22,8,38,52,198
696,Jared Cunningham,141,6,1095,102,299,32,108,70,191,107,157,10,90,100,67,38,4,55,129,343
697,Jared Dudley,763,265,17578,2109,4564,845,2132,1264,2432,776,1053,602,1756,2358,1257,598,149,670,1403,5839
698,Jared Harper,16,0,67,15,34,5,15,10,19,7,8,2,2,4,15,4,1,5,6,42
699,Jared Jeffries,301,96,5869,411,998,49,178,362,820,235,393,479,541,1020,314,221,207,240,703,1106
700,Jared Rhoden,14,0,198,17,44,5,20,12,24,6,6,11,26,37,4,4,1,3,23,45
701,Jared Sullinger,269,172,6532,1172,2685,141,518,1031,2167,408,564,684,1322,2006,477,180,161,332,784,2893
702,Jared Terrell,14,0,111,12,39,4,17,8,22,3,6,1,5,6,12,3,2,10,16,31
703,Jarell Eddie,37,0,227,26,88,19,67,7,21,16,17,3,29,32,5,8,1,2,6,87
704,Jarell Martin,184,40,2927,376,867,63,182,313,685,183,239,189,450,639,114,67,73,144,411,998
705,Jaren Jackson Jr.,267,258,7308,1550,3325,441,1253,1109,2072,850,1076,372,1104,1476,300,242,558,449,993,4391
706,Jarnell Stokes,35,2,169,28,48,0,0,28,48,18,34,19,25,44,8,8,5,7,30,74
707,Jaron Blossomgame,27,4,439,47,106,10,39,37,67,10,13,26,72,98,13,7,8,11,20,114
708,Jarred Vanderbilt,333,227,6938,868,1534,61,202,807,1332,345,525,686,1511,2197,545,341,137,342,704,2142
709,Jarrell Brantley,41,0,273,43,94,19,50,24,44,5,6,12,41,53,29,10,9,17,27,110
710,Jarrett Allen,472,389,13147,2239,3565,25,124,2214,3441,1217,1729,1356,2905,4261,686,273,639,649,935,5720
711,Jarrett Culver,144,43,2480,367,915,92,333,275,582,108,212,127,275,402,173,100,54,136,239,934
712,Jarrett Jack,628,262,16667,2472,5704,427,1250,2045,4454,1353,1580,186,1596,1782,2907,461,84,1182,1037,6724
713,Jarrod Uthoff,23,0,221,30,74,9,27,21,47,9,11,12,22,34,9,4,4,3,12,78
714,Jarron Collins,90,10,623,24,73,0,0,24,73,24,45,50,60,110,10,10,5,24,100,72
715,Jarron Cumberland,3,0,12,1,2,0,1,1,1,0,0,1,2,3,1,0,0,0,2,2
716,Jarvis Hayes,45,19,1033,138,328,60,179,78,149,14,18,9,99,108,40,29,9,28,91,350
717,Jarvis Varnado,74,0,794,78,134,0,0,78,134,58,112,42,102,144,32,22,62,32,144,214
718,Jason Collins,201,57,1956,87,216,1,5,86,211,83,126,98,205,303,56,48,35,84,352,258
719,Jason Hart,10,0,44,2,4,0,0,2,4,0,0,0,4,4,12,4,2,6,8,4
720,Jason Kapono,108,14,1357,154,384,72,206,82,178,14,21,19,72,91,54,26,7,42,105,394
721,Jason Kidd*,284,256,8956,750,1949,502,1353,248,596,209,252,148,1169,1317,1892,486,99,541,469,2211
722,Jason Maxiell,365,169,7101,820,1741,0,3,820,1738,344,607,602,1003,1605,179,150,268,307,733,1984
723,Jason Preston,14,0,124,18,41,5,18,13,23,0,2,2,20,22,27,2,0,10,7,41
724,Jason Richardson,345,338,10858,1857,4220,725,1898,1132,2322,446,626,283,1170,1453,633,358,99,384,669,4885
725,Jason Smith,560,104,9112,1452,3109,89,264,1363,2845,509,635,595,1302,1897,447,189,365,472,1225,3502
726,Jason Terry,610,76,14876,2144,4981,895,2393,1249,2588,734,858,131,861,992,1513,540,113,716,863,5917
727,Jason Thompson,553,363,12987,1808,3646,11,49,1797,3597,820,1260,1062,2346,3408,571,249,375,616,1517,4447
728,Jason Williams,136,18,2293,233,560,104,297,129,263,31,41,13,173,186,402,75,5,123,81,601
729,Javin DeLaurier,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
730,Javonte Green,227,52,3413,406,763,78,229,328,534,198,263,194,405,599,143,171,73,111,317,1088
731,Javonte Smart,34,2,400,38,120,16,54,22,66,10,12,10,38,48,32,12,6,22,24,102
732,Jawad Williams,80,7,1133,122,332,43,138,79,194,41,57,23,108,131,56,21,8,34,107,328
733,Jawun Evans,64,4,908,95,281,15,60,80,221,38,49,11,97,108,120,42,6,56,113,243
734,Jaxson Hayes,241,47,4052,680,1093,30,104,650,989,418,581,343,620,963,168,104,167,177,484,1808
735,Jay Huff,11,0,115,15,28,6,14,9,14,15,16,7,18,25,11,4,5,6,16,51
736,Jay Scrubb,24,1,235,37,89,10,32,27,57,13,17,4,32,36,10,10,3,17,16,97
737,Jaylen Adams,41,1,446,39,118,25,76,14,42,7,9,11,52,63,67,14,5,28,46,110
738,Jaylen Brown,470,363,13964,3153,6616,883,2417,2270,4199,1239,1714,440,2013,2453,1054,456,172,949,1179,8428
739,Jaylen Hoard,39,5,663,103,210,9,39,94,171,42,68,65,116,181,45,24,10,29,45,257
740,Jaylen Morris,13,0,143,17,48,3,15,14,33,3,6,2,21,23,13,4,1,8,5,40
741,Jaylen Nowell,184,3,3137,637,1426,183,568,454,858,210,263,80,321,401,343,94,28,132,257,1667
742,Jaylin Williams,49,36,914,102,234,46,113,56,121,38,54,44,197,241,76,28,12,37,111,288
743,Jaysean Paige,1,0,7,0,3,0,2,0,1,0,0,0,1,1,1,0,0,1,2,0
744,Jayson Tatum,439,439,14916,3455,7538,1067,2844,2388,4694,1888,2230,397,2672,3069,1448,488,303,992,930,9865
745,Jeenathan Williams,5,4,127,24,39,3,8,21,31,2,3,10,5,15,10,3,2,4,13,53
746,Jeff Adrien,206,29,3109,407,832,0,2,407,830,257,407,323,642,965,138,74,115,130,367,1071
747,Jeff Ayres,237,15,2322,287,519,2,5,285,514,114,147,196,436,632,99,37,66,132,360,690
748,Jeff Dowtin,43,0,475,41,109,7,34,34,75,10,13,22,37,59,51,19,5,15,23,99
749,Jeff Foote,4,0,39,2,6,0,0,2,6,0,0,1,5,6,0,0,1,2,5,4
750,Jeff Foster,83,6,1336,111,231,1,5,110,226,38,66,212,261,473,71,35,36,47,198,261
751,Jeff Green,1230,686,34522,5476,12207,1292,3893,4184,8314,2918,3612,960,3941,4901,1850,800,604,1538,2580,15162
752,Jeff Taylor,132,50,2566,299,731,82,257,217,474,127,191,80,183,263,107,72,21,92,234,807
753,Jeff Teague,940,624,24578,3884,8757,787,2167,3097,6590,2518,2975,316,1903,2219,5025,1014,308,1983,1704,11073
754,Jeff Withey,206,15,2072,249,474,2,14,247,460,166,232,181,337,518,64,56,156,76,229,666
755,Jemerrio Jones,8,2,158,14,36,2,10,12,26,1,2,18,34,52,13,8,5,5,12,31
756,Jerami Grant,698,337,18231,2767,6064,765,2131,2002,3933,1757,2410,580,2097,2677,943,432,747,777,1564,8056
757,Jerel McNeal,6,0,36,3,11,1,2,2,9,2,2,0,3,3,2,3,1,5,5,9
758,Jeremiah Martin,18,0,174,33,86,8,30,25,56,12,19,3,14,17,22,12,4,10,8,86
759,Jeremiah Robinson-Earl,92,56,1901,244,572,95,276,149,296,75,96,146,308,454,92,53,26,58,146,658
760,Jeremy Evans,250,9,2626,364,640,6,26,358,614,145,211,239,402,641,107,90,121,85,291,879
761,Jeremy Lamb,629,136,12831,2260,5188,656,1925,1604,3263,1039,1215,329,1898,2227,985,448,240,503,983,6215
